Tingkat kebisingan,Rata-rata hasil audiometri,Rata-rata usia,Rekomendasi
106,6.15,44.9,4
86,0.07,57,4
78,1.04,44.5,4
78,0.06,50.9,4
91,2.87,56.2,4
94,2.33,55.4,4
70,3.43,40.3,4
109,4.33,48.2,4
80,3.06,58.7,4
82,1.36,44.3,4
103,4.26,57.2,4
95,0.75,49.9,4
88,3.32,40.9,4
91,5.98,54.5,4
104,0.68,56.5,4
92,4.87,40.9,4
74,5.42,56,4
73,6.61,45.4,4
93,5.16,47.7,4
103,5.37,54.3,4
98,0.29,58,4
103,5.86,55.8,4
99,3.93,43.3,4
88,1.33,54.6,4
100,0.67,48.7,4
103,1.24,42.7,4
103,6.19,50.2,4
108,6.32,47.5,4
104,1.77,49.2,4
94,1.24,55.5,4
100,4.05,44,4
80,1.47,54.8,4
72,3.12,45.9,4
107,2.85,40,4
110,0.91,48.7,4
81,0.46,42.3,4
89,0.16,56.3,4
78,5.07,51.3,4
78,0.6,51.7,4
71,5.82,54.5,4
80,5.91,49.9,4
82,3.83,51,4
109,4.39,53,4
71,5.25,46.6,4
78,2.83,49.7,4
91,3.88,53.4,4
99,6.44,48.8,4
86,1.6,46.6,4
102,2.31,56,4
95,1.22,49.1,4
88,5.51,57.8,4
79,4.39,52.6,4
97,4.37,42.8,4
77,6.59,51.5,4
97,3.66,55.6,4
88,5.75,47.4,4
70,6.01,55.3,4
86,2.99,42.1,4
108,6.62,47.7,4
79,5.57,59.5,4
96,6.17,59.8,4
97,5.31,47.2,4
78,2.47,54.3,4
84,1.17,46.6,4
86,0.6,59.8,4
110,6.74,58.9,4
94,6.59,45.2,4
76,0.72,49.4,4
100,1.09,44.2,4
80,6.37,59,4
72,3.44,44.7,4
91,3.39,56.8,4
81,1.87,54.5,4
102,3.18,50.8,4
93,4.88,58.2,4
102,1.72,41.5,4
73,5.4,56.8,4
73,2.52,40.3,4
91,1.98,53.3,4
97,2.89,57.4,4
107,4.64,43.7,4
103,7,59.4,4
108,2.61,56.6,4
83,5.77,53.2,4
76,6.22,40.7,4
78,1.94,43.1,4
73,2.16,53.9,4
86,0.33,42.8,4
83,3.63,59.5,4
85,4.84,43.2,4
97,0.48,54.1,4
86,1.64,55.5,4
78,4.62,50.4,4
74,4.98,52.4,4
81,0.77,56.3,4
79,5.64,43.6,4
103,1.76,48.6,4
80,4.01,42.9,4
103,4.3,40.6,4
106,0.78,51,4
74,0.11,41.7,4
78,4.66,54.7,4
83,0.65,50.4,4
71,2.03,53.5,4
70,0.61,45.1,4
82,0.38,41.6,4
79,4.45,44.8,4
109,6.37,47.4,4
93,0.48,57.4,4
88,5.22,54.2,4
103,2.88,59,4
95,3.52,42.3,4
107,1.77,52.5,4
75,1.15,58.4,4
82,2.36,40,4
94,1.8,45.9,4
99,6.07,57.7,4
94,2.99,48.7,4
92,5.45,45.2,4
70,2.85,50.2,4
105,4.92,60,4
109,4.5,46.5,4
76,4.8,50.4,4
78,1.04,50.1,4
70,6.58,55.6,4
96,2.91,50.3,4
89,6.1,40.2,4
73,3,47.5,4
74,0.5,46.2,4
109,4.55,45.2,4
95,6.55,56,4
94,2.17,45.6,4
75,2.22,43.5,4
79,6.44,48,4
89,1.93,56,4
93,3.67,43.4,4
98,2.01,41.9,4
91,3.38,49.5,4
103,3.97,51.2,4
86,5.92,46,4
73,3.38,52.9,4
104,6.66,56.3,4
84,5.5,41.2,4
88,3.02,53.2,4
99,2.48,53.7,4
84,5.94,41.2,4
81,1.42,44.6,4
88,5.44,56.1,4
109,0.93,55.1,4
75,3.61,55.7,4
77,2.77,57.9,4
70,6.14,50.4,4
104,0.86,43.3,4
102,0.67,54.7,4
73,1.52,45.2,4
86,3.24,48.5,4
77,1.05,49.4,4
71,0.44,48,4
74,0.11,42.3,4
88,1.54,51.9,4
104,3.23,49.3,4
100,0.81,58.6,4
110,1.1,45.1,4
101,0.64,50.3,4
100,2.47,55.8,4
77,5.47,48.4,4
99,1.89,49.7,4
90,3.76,55.4,4
104,5.21,53.3,4
77,5.89,47,4
74,5.21,50.5,4
104,0.62,57.8,4
88,6.2,44.6,4
103,2.64,42.1,4
109,0.52,45.5,4
83,5.41,53,4
92,4.03,45.7,4
109,3.51,45.2,4
109,2.42,40.6,4
94,1.77,48,4
81,5.7,41.5,4
84,0.33,48.8,4
82,3.19,47.7,4
99,0.01,57.3,4
109,4.77,53.5,4
91,0.1,56.7,4
83,4.14,49.5,4
78,6.14,42.1,4
81,0.88,51.2,4
97,5.68,44.4,4
102,1.59,60,4
102,4.33,48.9,4
104,6.87,47.4,4
90,6.8,48.1,4
107,5.42,54,4
75,4.11,58.4,4
89,6.92,41.4,4
95,5.72,43.4,4
95,5.89,57,4
72,3.62,52.3,4
85,5.48,53.9,4
73,5.32,42.4,4
108,3.91,57.1,4
97,5.83,45.5,4
78,1.91,40,4
100,4.19,54.5,4
87,6.97,51.5,4
100,1.15,41.7,4
96,3.73,42.7,4
108,5.65,52.7,4
72,3.64,51.3,4
97,1.74,45.4,4
75,0.11,57.3,4
82,1.48,40.8,4
98,5.2,44.5,4
109,0,59.7,4
93,0.38,41.3,4
104,5.37,59.1,4
78,4.79,49,4
110,5.63,52.7,4
71,4.43,46.5,4
106,6.23,41.4,4
84,3.75,50.1,4
81,4.18,45.6,4
72,6.8,59.6,4
79,0.71,40.5,4
103,5.92,55.8,4
73,0.69,51.7,4
109,2.36,45.4,4
92,1.01,45.4,4
100,5.81,57.9,4
109,0.85,51.5,4
89,4.91,49.2,4
74,6.47,47.6,4
87,3.23,44.5,4
82,5,50.4,4
99,5.17,53,4
109,3.4,54.5,4
96,6.81,50.3,4
91,6.28,42.2,4
70,4.53,56.8,4
70,6.9,58,4
92,2.39,57.5,4
96,2.83,52.7,4
81,4.22,43,4
105,0.02,57.9,4
75,0.75,49.6,4
106,3.09,41.5,4
80,1.85,59.9,4
88,4.64,59.5,4
99,2.88,45.8,4
107,3.58,47.3,4
85,3.89,56.2,4
83,0.84,40.9,4
77,2.02,53,4
97,3.42,54.8,4
77,3.43,59.5,4
77,3.7,47.4,4
72,4.93,57.3,4
98,0.55,51.3,4
86,3.68,50.3,4
72,0.1,42.8,4
95,0.92,46,4
99,0.54,51.7,4
79,6.82,40.8,4
108,0.4,47.6,4
89,1.83,58.2,4
95,3.73,40.2,4
102,3.15,43.4,4
79,1.08,44.2,4
94,3.74,45.4,4
109,3.88,58.2,4
78,2.42,53.2,4
110,1.46,40.5,4
86,1.2,51.6,4
93,3.16,56.2,4
87,2.04,46.6,4
96,2.18,53.1,4
76,6.13,41.6,4
103,3.88,43.6,4
93,5.58,51.4,4
90,0.2,42.4,4
81,5.25,48.4,4
107,6.14,51,4
107,4.61,51.7,4
98,3.99,56.1,4
75,4.83,54.6,4
106,1.68,47.3,4
70,6.42,45.1,4
77,6.64,58.5,4
110,0.67,54.8,4
82,5.42,56.4,4
71,6.9,49.9,4
71,1.39,56.6,4
86,1.98,57.3,4
105,0.86,44.8,4
90,6.79,59.1,4
79,0.05,57.6,4
79,4.31,43.9,4
73,3.35,54.3,4
87,2.66,44.2,4
99,1.63,47.5,4
98,0.99,45.8,4
79,6.9,50.3,4
82,0.73,48.5,4
71,2.28,57.6,4
75,2.2,59.5,4
97,5.5,50.4,4
94,4.27,47.8,4
89,6.17,47.6,4
87,6.3,55.8,4
85,2.35,47.4,4
97,2.36,55.7,4
77,6.91,40.9,4
75,2.33,50.6,4
100,3.85,59.4,4
71,5.17,43.8,4
70,2.73,40.5,4
84,0.27,48.1,4
77,0.68,60,4
75,5.69,54.9,4
92,2.6,41.8,4
101,6.66,45.3,4
84,0.06,57.2,4
100,4.42,40.8,4
93,2.3,55.9,4
88,5.15,53.9,4
99,4.42,59.9,4
96,6.58,51.6,4
105,3.59,47.3,4
73,3.14,53,4
81,2.74,44.5,4
97,1.95,60,4
74,5.42,46.3,4
71,6.34,45.3,4
79,3.39,47.2,4
83,5.18,49.8,4
88,6.31,42.4,4
107,6.05,53.7,4
95,3.83,57,4
100,0.01,59.9,4
77,6.55,59.9,4
77,5.82,42.5,4
109,4.94,51,4
98,1.85,56.8,4
80,6.82,55.1,4
79,3.54,41.3,4
96,2.26,60,4
81,6.3,55.8,4
97,3.95,43.6,4
105,0.68,47.6,4
103,0.96,58.1,4
96,5.74,57.3,4
108,3.16,44.8,4
83,4.84,55.5,4
83,2.17,54.7,4
92,1.09,41.2,4
73,0.75,41.9,4
107,1.32,55.3,4
103,5.94,44.7,4
74,2.26,44.6,4
71,0.37,42.9,4
84,0.19,44,4
90,2.27,50.7,4
72,3.93,49.6,4
108,1.63,56.7,4
110,1.22,40,4
81,1.48,57,4
76,4.42,45.7,4
84,2.51,47,4
101,6.56,52.2,4
84,5.2,42.7,4
98,1.52,47.2,4
91,6.67,51.9,4
109,4.51,53.3,4
72,3.54,44.8,4
102,2.55,56.9,4
75,0.55,57,4
92,1.34,58.7,4
83,1.25,47.7,4
107,3.76,46,4
97,5.68,40.3,4
96,5.81,41.7,4
86,3.21,58.9,4
101,3.82,40.1,4
90,4.68,50.7,4
75,6.15,42.7,4
84,5.78,47.1,4
110,6.2,41.8,4
95,6.51,43.3,4
76,4.58,43.9,4
88,1.09,43.2,4
89,0.71,44.7,4
95,6.98,42.5,4
88,4.07,58.9,4
109,6.44,49.5,4
75,6.56,48.8,4
109,5.39,47.8,4
76,0.06,59.1,4
80,2.97,53.5,4
106,2.31,43.3,4
86,6.96,49.7,4
96,4.18,47.3,4
81,6.01,50.4,4
81,1.61,54.2,4
83,0.61,41.2,4
82,5.02,59.7,4
94,5.61,50.5,4
100,2.02,40.8,4
89,3.11,46,4
93,0.08,51.7,4
104,1.1,45.4,4
107,2.66,41.9,4
89,5.46,43,4
100,4.61,41.7,4
95,6.42,40.7,4
95,6.07,52.3,4
74,1.23,42.4,4
73,4.73,52.5,4
90,6.32,54.7,4
103,4.05,51.4,4
99,5.45,45.6,4
100,4.01,52.8,4
82,1.63,57.9,4
86,0.88,50.7,4
72,1.23,40.2,4
94,0.25,52.2,4
89,1.22,43.5,4
90,5.24,55.4,4
91,0.11,43.9,4
81,4.83,59,4
108,6.82,57.7,4
85,4.98,45.4,4
85,6.55,44.1,4
108,4.17,51.4,4
97,1.44,49.3,4
105,6.6,43.5,4
106,5.5,42.5,4
83,6.02,57.5,4
79,1.56,52.2,4
103,1.15,41.9,4
104,4.78,44,4
92,0,41.5,4
96,3.35,48.6,4
79,2.14,46,4
86,2.86,42.9,4
91,4.47,48.3,4
85,4.86,54.4,4
94,3.75,59.2,4
95,2.35,40.5,4
89,1.87,55.7,4
72,4.52,59.8,4
77,3.09,46,4
107,6.92,40,4
87,5.21,46.8,4
95,0.57,58.3,4
95,5.77,49.7,4
90,3.62,49.9,4
72,2.75,51.5,4
92,4.28,56.5,4
96,3.3,57.7,4
73,1.66,56.2,4
96,6.34,40.5,4
102,0.29,44.5,4
72,1.38,49.8,4
108,4.05,57,4
85,4.24,45.3,4
90,3.24,43.2,4
94,2.61,50.5,4
87,0.01,52.8,4
101,3.28,53.3,4
103,2.37,59.2,4
100,0.74,41.5,4
100,4.23,49.9,4
86,2.07,56.4,4
71,6.7,47.4,4
74,5.05,53.4,4
105,1.82,52.4,4
98,2.05,52.2,4
106,5.46,59.6,4
70,6.59,45.3,4
93,0.94,53.3,4
106,6.81,52,4
90,1.11,45.2,4
79,2.89,50.5,4
84,3.02,57.2,4
96,4.54,59.2,4
98,2.27,42.5,4
104,2.53,49.8,4
105,4.2,41.9,4
103,4.31,45.4,4
95,6.12,41.8,4
106,4.89,46.6,4
94,0.41,50.8,4
80,1.51,41.9,4
79,0.24,44.4,4
87,2.85,58.8,4
75,6.61,53.3,4
92,0.35,40.2,4
74,2.85,50.6,4
92,5.8,51.4,4
82,3.94,41.9,4
103,0.32,56,4
109,2.49,43.3,4
80,3.22,55.6,4
86,4.12,57.7,4
85,0.65,43.2,4
82,0.74,48.6,4
105,5.44,51.2,4
87,1.86,42.7,4
91,2.9,57.8,4
104,1.75,56.9,4
81,1.78,59.8,4
74,5.41,46.8,4
109,0.12,59.5,4
93,6.13,57.8,4
70,2.81,54.4,4
105,6.92,56.2,4
106,0.34,40.7,4
95,6.81,42.6,4
101,5.59,56.1,4
79,6.71,50.6,4
104,3.83,44.4,4
99,2.34,54.4,4
77,3.89,44.8,4
103,2.59,56.2,4
108,6.18,53.4,4
72,2.8,58.9,4
91,1.07,51.8,4
90,3.6,58.4,4
109,5.43,41.2,4
79,4.73,51.8,4
97,3.3,51.3,4
76,2.59,52.8,4
90,5.14,54.2,4
74,1.04,44.2,4
103,1.61,49,4
83,3.81,57.9,4
104,2.65,52.4,4
74,4.45,58.4,4
77,2.19,51.5,4
86,4.85,57,4
96,4.2,46.7,4
78,2.51,44.6,4
72,3.04,40.5,4
73,4.48,45.8,4
104,5.83,48.1,4
94,6.57,53.7,4
90,2.77,52.8,4
93,0.89,41.9,4
77,4.03,57.9,4
106,2.71,55.4,4
104,2.47,55.8,4
103,1.51,57.5,4
94,1.24,52.8,4
82,1.62,42.6,4
94,2.05,51.8,4
93,2.53,48,4
102,4.77,53.7,4
74,4.07,54,4
107,2.13,54,4
108,0.31,42.9,4
88,1.34,50.5,4
97,3.06,55.9,4
73,3.83,46.8,4
70,4.74,45,4
76,1.11,46.3,4
79,3.01,40.5,4
94,1.87,44.9,4
107,2.5,52.8,4
104,1.82,57,4
98,3.82,40,4
102,4.3,49,4
95,3.76,47.3,4
104,6.43,51.1,4
76,1.5,51.5,4
73,5.59,43.7,4
102,5.53,46.7,4
90,6.73,42.5,4
96,6.33,51.3,4
85,1.24,40.9,4
86,6.6,50.2,4
81,1.84,58.1,4
78,3.57,54.9,4
70,4.07,47.2,4
70,2.63,50.7,4
75,6.34,45,4
94,2,44.4,4
77,4.06,42.6,4
75,4.42,47.8,4
105,6.69,49.7,4
77,1.96,43,4
99,3.39,40.8,4
95,6.67,47.2,4
73,1.94,46.3,4
83,0.5,53.2,4
99,3.52,53.6,4
94,3.67,45.2,4
94,0.45,43,4
77,3.71,45.2,4
85,3.77,52.3,4
109,2.94,51.1,4
79,2.09,46.2,4
107,1.52,50.9,4
92,1.45,59.9,4
92,6.3,55.4,4
71,3.77,44.3,4
103,2.88,55.7,4
103,4.1,52.7,4
102,6.35,48.6,4
96,6.51,49.1,4
82,5.42,45.5,4
76,1.92,54.2,4
80,5.68,54.6,4
104,4.11,56,4
70,6.89,56.7,4
76,1.89,43.5,4
81,6.89,46.1,4
70,2.05,40,4
78,1.34,44.8,4
105,4.39,58.3,4
72,1.86,47.9,4
70,5.97,55,4
88,5.09,55.7,4
96,6.94,59.1,4
91,1.41,46.8,4
108,4.28,44.3,4
94,2.28,47.8,4
88,1.61,41.1,4
73,5.9,48.6,4
72,5.64,49.9,4
74,0.42,44.5,4
99,4.41,45.6,4
71,5.99,51.6,4
95,1.92,55.4,4
105,1.9,42.9,4
110,5.4,59,4
90,4.33,45.5,4
106,2.74,53.8,4
78,1.7,50,4
93,5.05,42.7,4
94,2.62,59,4
76,4.41,42.2,4
101,4.43,57.8,4
97,5.44,57.7,4
78,6.19,48.6,4
91,3.9,40.1,4
96,6.89,46.9,4
94,6.1,59.9,4
70,3.87,40.4,4
78,6.04,58,4
71,1.39,55.1,4
93,1.6,44.3,4
107,0.41,46.7,4
82,5.57,43.2,4
92,3.24,56.7,4
85,3.16,55.9,4
95,5.21,44.1,4
109,2.51,55.3,4
77,2.39,55.5,4
76,2.61,53.1,4
99,2.7,49.4,4
95,3.02,59.9,4
104,0.35,46.4,4
93,1.62,59.2,4
92,3.5,50.7,4
101,2.77,49.8,4
108,1.3,57.5,4
91,1.57,50.8,4
89,6.89,57.4,4
107,4.46,52.2,4
102,6.29,41.9,4
94,4.95,45.7,4
77,0.9,48.6,4
110,1.77,44,4
82,5.63,48.8,4
88,4.34,50.6,4
76,0.77,46.3,4
77,6.45,46.6,4
89,3.54,53.5,4
77,6.47,57.7,4
72,6.39,42.5,4
101,2.54,58.8,4
90,1.44,58.6,4
85,1.03,42.2,4
85,2.67,51.3,4
106,5.69,43,4
110,3.25,47.3,4
94,5.2,54.6,4
83,2.89,57.1,4
86,2.26,40.1,4
83,3.41,41.8,4
76,3.94,49.6,4
92,5.97,44.9,4
86,2.9,44.8,4
106,5.21,52.9,4
100,6.49,47.2,4
110,3.83,51.8,4
70,1.81,47.4,4
77,4.03,50.3,4
102,1.58,41.7,4
102,6.43,48.9,4
100,6.63,50.4,4
109,3.52,54.8,4
76,4.99,54.7,4
94,6.89,52.8,4
108,6.25,57.9,4
76,5.42,51.9,4
82,2.51,45.7,4
106,0.63,49.5,4
95,4.31,42.5,4
78,5.04,50.4,4
104,1.55,54.2,4
106,2.36,41.2,4
102,0.1,59.7,4
81,5.59,43.3,4
76,2.51,57.2,4
95,6.41,49.1,4
103,3.11,43.7,4
89,6.96,45.5,4
77,2.41,47.7,4
102,2.73,56.6,4
99,0.32,49.6,4
98,4.42,54.1,4
78,1.48,56.5,4
80,3.75,45.4,4
93,2.79,43.9,4
82,2.09,55.8,4
81,3.57,58.6,4
70,2.8,44.9,4
98,3.15,50.7,4
71,1.77,56.1,4
92,4.55,42.4,4
104,2.63,41.2,4
72,2.98,46.7,4
84,2.89,55,4
79,0.07,51.8,4
103,1.43,51.5,4
109,4.86,58.8,4
108,6.98,50.7,4
85,4.48,59.8,4
88,3.74,54.2,4
104,4.71,54,4
102,4.08,58,4
83,0.48,47.3,4
76,0.17,50.5,4
91,5.87,44.2,4
74,1.77,54.6,4
71,6.83,45.1,4
98,5.07,48.4,4
99,6.45,48.4,4
96,4.54,46.5,4
92,3.83,51.9,4
75,1.63,51.5,4
85,0.54,50.4,4
74,4.97,45.5,4
96,6.22,52.4,4
106,3.29,53.6,4
102,2.02,51.8,4
80,5.47,45.1,4
72,3.56,50.2,4
84,6.68,57.9,4
94,4.42,57.8,4
83,3.76,43.5,4
102,4.71,42.6,4
77,3.56,45.4,4
97,1.9,42.9,4
109,1.05,47.8,4
88,4.75,46.2,4
90,0.65,57.7,4
72,6.96,42.4,4
80,0.64,49.3,4
96,3.99,44.7,4
72,5.81,44.5,4
98,5.19,43.5,4
110,1.5,47.2,4
75,1.79,56.9,4
106,3.24,47.6,4
97,3.28,58,4
70,4.32,43.3,4
97,1.09,42.5,4
74,1.67,47.1,4
109,3.84,56.7,4
101,6.44,44.8,4
96,1.56,50.6,4
84,4.25,50.1,4
107,1.95,56.3,4
104,6.66,45.7,4
108,1.84,48.8,4
89,5.12,56.8,4
85,2.66,40.1,4
110,0.38,60,4
103,0.29,42,4
74,2.95,47.8,4
99,4.7,47.7,4
96,0.57,49.5,4
88,0.87,41.2,4
92,1.02,45.8,4
79,6.01,55.6,4
70,2.36,40.7,4
93,0.07,44.7,4
94,6.04,44.8,4
107,5.13,48.1,4
82,1.58,59.1,4
110,3.71,51.8,4
93,1.59,49.9,4
76,4.31,54.2,4
90,0.83,43.7,4
80,0.57,47.6,4
91,0.21,52.1,4
105,0.82,57.6,4
93,4.33,43.6,4
86,2.76,58.7,4
72,4.04,59.5,4
110,2.69,40.3,4
75,2.55,43,4
72,3.85,54.8,4
79,6.29,56.6,4
106,0.57,59.2,4
96,4.2,57.5,4
70,4.07,43.1,4
86,6.6,48.9,4
81,4.84,52.2,4
92,0.78,52.4,4
82,1.41,41.9,4
99,1.72,52.7,4
74,6.07,42.6,4
71,1.44,57.7,4
108,0.08,42.4,4
79,1.43,46.3,4
89,0.99,57.3,4
79,6.21,53.3,4
98,3.21,41.2,4
70,3.22,59.7,4
86,1.88,53.1,4
80,3.33,59.5,4
97,1.49,45.9,4
98,2.48,44.4,4
98,2.15,44.8,4
103,4.33,53.3,4
74,6.6,41.8,4
75,2.56,51.5,4
90,2.25,43.2,4
106,5.94,60,4
107,1.56,48.1,4
94,4.07,54.9,4
91,0.49,41.4,4
106,6.17,50.5,4
81,1.68,51.1,4
86,1.95,40.2,4
71,0.42,42.4,4
85,3.43,59.5,4
97,6.33,51.8,4
94,5.35,53.5,4
74,0.32,52.7,4
101,2.09,53.5,4
93,5.95,44.3,4
86,0.73,58.6,4
105,6.69,42.3,4
102,0.33,55.4,4
101,0.02,53.8,4
91,0.4,42.2,4
77,0.98,52.7,4
105,4.63,59,4
91,1.52,45.7,4
73,2.9,56.6,4
74,3.8,47.3,4
109,3.6,57.8,4
92,1.96,57.2,4
99,3.01,42,4
104,4.69,59.7,4
91,6.04,52.1,4
109,3.91,56,4
89,5.7,56.5,4
80,2.14,42.8,4
93,4.11,52.4,4
92,0.32,59.3,4
97,6.68,41.8,4
70,6.5,48.7,4
107,4.3,54.7,4
73,1.17,42.5,4
109,1.48,46.6,4
109,4.3,44.4,4
104,6.38,43.8,4
72,1.88,57.2,4
104,1.9,50.1,4
90,2.9,52.7,4
109,1.36,55.1,4
95,2.19,56.9,4
108,6.86,56.1,4
104,7,41.4,4
98,6.42,49.2,4
78,2.76,43.4,4
106,4.54,44.7,4
86,3.77,44.3,4
79,2.05,54.5,4
88,4.09,55.3,4
100,1.72,59.6,4
99,1.13,56.9,4
95,1.48,46.7,4
90,0.71,46.6,4
108,3.63,47.7,4
83,5.52,59.9,4
83,6.06,51.8,4
98,3.44,57.9,4
92,2.03,54.3,4
74,2.05,47.2,4
108,0.02,44.8,4
91,4.14,59.3,4
82,6.97,41.9,4
95,2.13,43.6,4
83,3.69,44.2,4
77,4.11,47,4
106,5.25,45.9,4
86,6.76,53.3,4
97,5.04,49,4
101,6.73,41.8,4
84,6.57,51.4,4
79,5.84,47.7,4
75,2.99,56.7,4
106,5.14,44,4
95,4.32,41.6,4
87,2.6,41.9,4
99,6.44,42.9,4
90,1.5,56.8,4
84,5.75,53.5,4
70,6.16,50.9,4
84,3.79,48,4
106,5.3,40.1,4
94,5.68,42.5,4
100,6.6,59.5,4
80,5.09,45.6,4
98,1.98,40.5,4
105,6.58,43,4
105,5.29,53.4,4
87,4.22,58.1,4
97,4.32,46.6,4
109,6.51,49.6,4
109,6.74,53.4,4
95,0.23,54.8,4
74,6.38,58.8,4
71,1.56,41.7,4
80,5.73,54.3,4
103,1.91,53.4,4
98,1.8,58.4,4
99,6.35,44.1,4
108,6.1,45.3,4
109,5.28,44.3,4
88,1.96,47,4
86,6.12,58.2,4
88,3.52,53.1,4
72,1.82,57.1,4
92,4.55,58.1,4
103,5.81,50.4,4
77,3.51,47,4
92,2.68,53.2,4
92,5.54,43.7,4
90,3.13,45.6,4
107,4.96,59.3,4
95,3.34,53.3,4
86,1.4,59.1,4
102,4.32,54.5,4
105,5.33,50.8,4
78,4.09,53.7,4
81,2.88,51.8,4
103,4.9,53.7,4
72,4.38,47.9,4
86,6.09,53.3,4
92,3.19,59,4
99,2.86,42.3,4
108,6.51,45.2,4
108,1.41,42,4
80,6.01,49,4
102,3.12,55.8,4
78,5.21,40.4,4
74,5.43,46.5,4
101,0.2,50.8,4
86,3,53.8,4
73,6.1,41.8,4
107,1.99,54.5,4
106,6.17,47.1,4
75,6.34,49.6,4
99,4.37,48.4,4
71,1.71,53.7,4
77,6.34,56.6,4
88,1.03,57.6,4
83,5.59,51.3,4
71,4.37,52.2,4
100,1.27,51.4,4
96,0.37,57.2,4
101,2.98,59.8,4
89,6.49,47.2,4
103,4.26,40.3,4
107,1.23,51.8,4
79,1.52,50.3,4
102,5.78,57.8,4
98,0.79,51.9,4
105,1.61,44.8,4
87,4.85,40.6,4
98,6.66,48.7,4
79,4.27,45,4
86,0.35,40.2,4
78,6.07,58.6,4
92,4.17,54.6,4
82,3.33,40.6,4
94,0.15,43,4
107,3.5,56.4,4
73,0.4,56.3,4
101,2.17,49.7,4
85,4.15,56.7,4
92,0.58,58.3,4
92,1.16,56.8,4
110,5.2,50.9,4
89,0.03,42.5,4
109,4.26,57.3,4
101,1.07,41.8,4
78,4.75,49.9,4
87,1.16,45.6,4
110,6.76,51.3,4
85,4.68,58.8,4
72,0.55,47.7,4
84,3.74,45.1,4
95,2.82,52.4,4
96,4.03,42.7,4
101,4.96,43.9,4
88,1.19,56.5,4
86,1.85,45.4,4
103,4.39,50,4
76,2.39,42.8,4
101,2.74,40.5,4
82,6,41.1,4
102,3.72,46.2,4
92,4.25,57.5,4
82,3.5,53.7,4
76,6.23,60,4
96,4.62,44.9,4
82,1.62,52.3,4
85,2.91,58.4,4
82,2.21,49.7,4
73,4.91,47.4,4
99,2.61,41.3,4
85,5.28,60,4
99,3.66,42,4
77,2.94,50.9,4
99,6.06,56.3,4
105,4.95,46.1,4
76,0.82,59.5,4
94,5.01,53.9,4
106,6.83,41.1,4
84,2.33,47.3,4
95,2.67,41.2,4
104,3.86,48.2,4
71,1.41,54.9,4
108,4.31,46.5,4
99,0.83,42,4
109,6.61,46.9,4
110,5.67,53.4,4
97,6.99,44.9,4
83,2.8,44.5,4
92,0.97,40.5,4
90,0.58,54.1,4
85,5.79,42,4
97,4.14,50.5,4
82,5.12,40.9,4
81,0.79,57.2,4
90,1.06,47.8,4
99,1.32,55,4
91,1.48,43.3,4
86,3.38,51.3,4
97,5.01,47.9,4
86,6.7,47.4,4
86,3.51,55.1,4
103,1.06,44.4,4
89,5.99,48.9,4
105,5.95,55.5,4
103,1.4,50.4,4
94,0.07,45.4,4
89,6.66,53.6,4
92,6.01,52.5,4
85,1.1,57.9,4
101,1.73,58.7,4
78,6.3,57.7,4
72,2.41,47.8,4
76,4.36,54.8,4
81,5.46,46.1,4
89,1.98,54.4,4
103,0.12,44.3,4
74,0.69,55.2,4
71,6.87,57.6,4
83,1.32,42.9,4
102,1.09,48.5,4
109,2.23,47.5,4
94,1.86,42.9,4
83,6.54,57.7,4
93,5.66,50.7,4
102,4.07,54.7,4
88,4.89,40.7,4
84,5.89,51.5,4
86,0.62,49.5,4
72,3.66,43.6,4
73,4.74,48.7,4
71,3.8,44.8,4
93,2.63,55.2,4
85,0.71,51.1,4
88,5.93,44.8,4
93,3.84,59.8,4
108,5.81,46.5,4
110,5.75,45.3,4
79,2.48,54.6,4
80,4.23,44.2,4
87,0.76,42,4
106,2.7,54.4,4
96,5.76,40.5,4
90,5.58,48.6,4
104,2.73,52.2,4
105,6.93,44.3,4
100,2.14,40,4
79,3.49,59.4,4
94,2.64,54,4
99,0.39,43.7,4
85,5.61,43.5,4
73,4.02,52.6,4
74,3.13,49.7,4
88,1,46.5,4
73,0.01,58.3,4
96,0.63,55.7,4
77,6.87,54,4
98,1.48,45.8,4
80,5.46,48.2,4
103,1.29,40.5,4
95,3.56,54.9,4
97,2.02,56.3,4
98,1.9,44,4
96,3.74,58.8,4
109,1.3,41.6,4
89,0.21,59.9,4
89,1.32,55.2,4
99,2.51,45.1,4
97,3.11,46.1,4
88,5.76,54.5,4
74,2.82,55.7,4
109,2.28,52.3,4
108,6.16,57.4,4
75,3.83,45.2,4
107,6.38,57,4
76,6.5,48.2,4
97,5.77,50,4
92,4.17,53.7,4
85,1.71,42,4
83,0.88,47,4
98,3.08,55.7,4
91,2.94,57.1,4
92,2.72,52.5,4
77,5.48,53.5,4
96,3.93,44.8,4
107,6.07,44.2,4
84,0.49,57.2,4
100,0,47.5,4
70,1.52,45.9,4
78,2.32,47,4
70,5.32,59.5,4
78,4.29,45.6,4
73,3.48,49.6,4
96,5.75,43.2,4
73,0.93,53.1,4
70,1.95,41.5,4
74,0.34,57.2,4
95,5.93,52.8,4
102,3.19,45.5,4
71,6.43,55.4,4
89,4.18,49.7,4
99,5.99,52.3,4
86,1.87,50.8,4
102,6.4,45.2,4
103,1.1,56,4
72,4.77,41.4,4
99,6.05,44.3,4
101,5.77,46.8,4
82,5.5,43.1,4
79,0.71,58.9,4
106,4.21,44.3,4
78,2.79,53.2,4
92,6.14,43.8,4
78,5.83,52.7,4
